col0,col1,col2,col3,col4
"Talc dust and industrial hygiene survey at Plymouth Rubber Company, Canton, Massachusetts",1972-01-01,asbestos,John M. Dement,National Institute for Occupational Safety and Health
"Fiber exposure during use of baby powders, report No. IWS-36-6",1972-07-01,asbestos,John M. Dement,National Institute for Occupational Safety and Health
"Air sampling and industrial hygiene survey at Genuine Parts Company, Rayloc Division, in Atlanta, Georgia",1972-08-01,lead,John M. Dement,National Institute for Occupational Safety and Health
"Health hazard evaluation report: HETA-89-065-2119, One Government Center, Toledo, Ohio",1991-06-01,carbon dioxide,Gregory A. Burr,National Institute for Occupational Safety and Health
"Health hazard evaluation report: HETA-90-226-2281, Alaska Airlines, Seattle, Washington",1993-01-01,carbon monoxide,Mitchell Singal,National Institute for Occupational Safety and Health
"HHE report, no. TA-76-96, Utefab, Ltd. Fort Duchesne, Utah",1977-02-01,toluene,Bobby J. Gunter,National Institute for Occupational Safety and Health
17-year-old worker at a plastic products manufacturing plant died as a result of an overexposure to tetrachloroethylene (also known as perchloroethylene),1994-08-03,tetrachloroethylene,Colorado Department of Public Health and Environment,National Institute for Occupational Safety and Health
"In-depth survey report: field evaluation of Cedarapids engineering controls designed to reduce occupational exposures during asphalt paving operations; manufacturer: Cedarapids, Inc.; paving contractor: Milestone Contractors",2000-03-01,asphalt,Stanley A. Shulman,National Institute for Occupational Safety and Health
"Indepth survey report: solid material sampling operations at Cabot Berylco Beryllium Alloy Plant, Reading, Pennsylvania",1983-03-01,beryllium,Stanley A. Shulman,National Institute for Occupational Safety and Health
"Health Hazard Evaluation Report HETA 97-0138-2677, Shindoni, Inc., Tesuque, New Mexico",1998-02-01,acetaldehyde,"Charles S. McCammon, Jr.",National Institute for Occupational Safety and Health
"HHE report no. HETA-91-125-2125, State of Colorado, Office of the State Public Defender, Petroleum Building, Denver, Colorado",1991-07-01,carbon monoxide,"Charles S. McCammon, Jr.",National Institute for Occupational Safety and Health
"Health hazard evaluation report, HETA-98-0072-2762, Allgrind Plastics, Inc., West Portal, New Jersey",1999-06-01,ethylenediamine,David N. Weissman,National Institute for Occupational Safety and Health
